comuna;candidato;partido;lista;sector;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;mesas_porcentaje
CURARREHUE;Nulo/Blanco;;NA;Otros;343;0,04938093866973798;6946;24;24;1,000000000000000
CUREPTO;Fernando Alcantara Barrios;IND;Z - CHILE VAMOS;Derecha;3657;0,40257595772787319;9084;28;28;1,000000000000000
CUREPTO;Jose Manuel Valenzuela Gajardo;IND;R - CENTRO DEMOCRATICO;Centro;3487;0,38386173491853809;9084;28;28;1,000000000000000
CUREPTO;Osvaldo Alfonso Barrios Castillo;IND;H - CONTIGO CHILE MEJOR;Izquierda;1158;0,12747688243064728;9084;28;28;1,000000000000000
CUREPTO;Edwin Rene Arancibia Rojas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;245;0,02697049757815940;9084;28;28;1,000000000000000
CUREPTO;Nulo/Blanco;;NA;Otros;537;0,05911492734478203;9084;28;28;1,000000000000000
CURICO;George Raphael Bordachar Sotomayor;IND;CANDIDATURAS INDEPENDIENTES;Independiente;36374;0,32149265076320699;113141;330;330;1,000000000000000
CURICO;Javier Ahumada Ramirez;IND;H - CONTIGO CHILE MEJOR;Izquierda;25244;0,22311982393650401;113141;330;330;1,000000000000000
CURICO;Pamela Andrea Henriquez Rojas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;18988;0,16782598704271662;113141;330;330;1,000000000000000
CURICO;Celso Morales Muñoz;UDI;Z - CHILE VAMOS;Derecha;11964;0,10574415994201924;113141;330;330;1,000000000000000
CURICO;Ines Rosa Mercedes Nuñez Mendez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4096;0,03620261443685313;113141;330;330;1,000000000000000
CURICO;Carlos Felipe Drews Rubilar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1973;0,01743841754978302;113141;330;330;1,000000000000000
CURICO;Nulo/Blanco;;NA;Otros;14502;0,12817634632891700;113141;330;330;1,000000000000000
DALCAHUE;Alejandra Villegas Huichaman;IND;Z - CHILE VAMOS;Derecha;2826;0,24601723687646906;11487;37;37;1,000000000000000
DALCAHUE;Alex Waldemar Gomez Aguilar;IND;H - CONTIGO CHILE MEJOR;Izquierda;2716;0,23644119439366240;11487;37;37;1,000000000000000
DALCAHUE;Juan Carlos Soto Cardenas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2132;0,18560111430312526;11487;37;37;1,000000000000000
DALCAHUE;Carlos Roberto Cardenas Bahamonde;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1440;0,12535910159310526;11487;37;37;1,000000000000000
DALCAHUE;Yasna Cecilia Igor Guichacoy;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1404;0,12222512405327762;11487;37;37;1,000000000000000
DALCAHUE;Nulo/Blanco;;NA;Otros;969;0,08435622878036041;11487;37;37;1,000000000000000
DIEGO DE ALMAGRO;Mario Araya Rojas;RN;Z - CHILE VAMOS;Derecha;4450;0,53299796382800335;8349;30;30;1,000000000000000
DIEGO DE ALMAGRO;Maria Miguelina Torrejon Rojas;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;2259;0,27057132590729427;8349;30;30;1,000000000000000
DIEGO DE ALMAGRO;Daniel Dragomir Galvez Goic;IND;CANDIDATURAS INDEPENDIENTES;Independiente;406;0,04862857827284705;8349;30;30;1,000000000000000
DIEGO DE ALMAGRO;Jacqueline De Los Angeles Caceres Salas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;349;0,04180141334291532;8349;30;30;1,000000000000000
DIEGO DE ALMAGRO;Yanet Del Carmen Rubina Contreras;IND;CANDIDATURAS INDEPENDIENTES;Independiente;172;0,02060126961312732;8349;30;30;1,000000000000000
DIEGO DE ALMAGRO;Nulo/Blanco;;NA;Otros;713;0,08539944903581267;8349;30;30;1,000000000000000
DOÑIHUE;Boris Acuña Gonzalez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7738;0,43376870900835246;17839;50;50;1,000000000000000
DOÑIHUE;Pabla Ponce Valle;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5015;0,28112562363361177;17839;50;50;1,000000000000000
DOÑIHUE;Macarena Evelyn Fierro Contreras;IND;R - CENTRO DEMOCRATICO;Centro;1315;0,07371489433264196;17839;50;50;1,000000000000000
DOÑIHUE;Jose Luis Fernández Henriquez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;768;0,04305174056841751;17839;50;50;1,000000000000000
DOÑIHUE;Rodrigo Soto Cespedes;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;674;0,03778238690509558;17839;50;50;1,000000000000000
DOÑIHUE;Ena Maria Catherine Olivares Bonatici;IND;CANDIDATURAS INDEPENDIENTES;Independiente;469;0,02629071136274455;17839;50;50;1,000000000000000
DOÑIHUE;Patricio Andres Labra Quiroz;IND;H - CONTIGO CHILE MEJOR;Izquierda;302;0,01692920006726835;17839;50;50;1,000000000000000
DOÑIHUE;Nulo/Blanco;;NA;Otros;1558;0,08733673412186782;17839;50;50;1,000000000000000
EL BOSQUE;Manuel Francisco Zuñiga Aguilar;PS;H - CONTIGO CHILE MEJOR;Izquierda;49269;0,42779369627507163;115170;339;339;1,000000000000000
EL BOSQUE;Felipe Ross Correa;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;29103;0,25269601458713209;115170;339;339;1,000000000000000
EL BOSQUE;Sebastián Vega Umatino;IND;CANDIDATURAS INDEPENDIENTES;Independiente;20584;0,17872709907093862;115170;339;339;1,000000000000000
EL BOSQUE;Nulo/Blanco;;NA;Otros;16214;0,14078319006685769;115170;339;339;1,000000000000000
EL CARMEN;Renan Cabezas Arroyo;RN;Z - CHILE VAMOS;Derecha;5657;0,50181850439102282;11273;33;33;1,000000000000000
EL CARMEN;Eduardo Alonso Riquelme Quinteros;IND;H - CONTIGO CHILE MEJOR;Izquierda;4352;0,38605517608444956;11273;33;33;1,000000000000000
EL CARMEN;Luis Valencia Sandoval;IND;CANDIDATURAS INDEPENDIENTES;Independiente;516;0,04577308613501286;11273;33;33;1,000000000000000
EL CARMEN;Oscar Labraña Ramos;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;350;0,03104763594429167;11273;33;33;1,000000000000000
EL CARMEN;Nulo/Blanco;;NA;Otros;398;0,03530559744522310;11273;33;33;1,000000000000000
EL MONTE;Zandra Sofia Maulen Jofre;IND;H - CONTIGO CHILE MEJOR;Izquierda;7582;0,27583948775784917;27487;77;77;1,000000000000000
EL MONTE;Juan Pablo Gomez Ramirez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3900;0,14188525484774620;27487;77;77;1,000000000000000
EL MONTE;Rossana Sanhueza Muñoz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3777;0,13741041219485575;27487;77;77;1,000000000000000
EL MONTE;Sebastián Chacon Soto;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2860;0,10404918688834722;27487;77;77;1,000000000000000
EL MONTE;Francisco Valdes Reyes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2415;0,08785971550187362;27487;77;77;1,000000000000000
EL MONTE;Andrea Cespedes Poblete;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1461;0,05315239931604031;27487;77;77;1,000000000000000
EL MONTE;Ximena Varela Zuñiga;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;1175;0,04274748062720559;27487;77;77;1,000000000000000
EL MONTE;Jorge Espinoza Cuevas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1155;0,04201986393567868;27487;77;77;1,000000000000000
EL MONTE;Sandra Cecilia Lopez Salazar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;572;0,02080983737766944;27487;77;77;1,000000000000000
EL MONTE;Nulo/Blanco;;NA;Otros;2590;0,09422636155273402;27487;77;77;1,000000000000000
EL QUISCO;Jose Antonio Jofre Bustos;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7351;0,47817602289728744;15373;46;46;1,000000000000000
EL QUISCO;Natalia Carrasco Pizarro;PDC;H - CONTIGO CHILE MEJOR;Centro;4495;0,29239575879789242;15373;46;46;1,000000000000000
EL QUISCO;Jose Moraga Lira;IND;Z - CHILE VAMOS;Derecha;1860;0,12099134846809341;15373;46;46;1,000000000000000
EL QUISCO;Leonardo Francisco Gomez Valdes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;406;0,02640993950432577;15373;46;46;1,000000000000000
EL QUISCO;Nulo/Blanco;;NA;Otros;1261;0,08202693033240097;15373;46;46;1,000000000000000
EL TABO;Alfonso Adrian Muñoz Aravena;PS;H - CONTIGO CHILE MEJOR;Izquierda;5938;0,40290405753833625;14738;43;43;1,000000000000000
EL TABO;Jose Antonio Veas Berrios;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2674;0,18143574433437373;14738;43;43;1,000000000000000
EL TABO;Gloria Carrasco Nuñez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2321;0,15748405482426381;14738;43;43;1,000000000000000
EL TABO;Alvaro Santana Contreras;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1465;0,09940290405753834;14738;43;43;1,000000000000000
EL TABO;Maximiliano Esteban Aviles Marambio;IND;CANDIDATURAS INDEPENDIENTES;Independiente;483;0,03277242502374814;14738;43;43;1,000000000000000
EL TABO;Maribel Andrea Leiva Cabrera;IND;CANDIDATURAS INDEPENDIENTES;Independiente;373;0,02530872574297734;14738;43;43;1,000000000000000
EL TABO;Nulo/Blanco;;NA;Otros;1484;0,10069208847876239;14738;43;43;1,000000000000000
EMPEDRADO;Carlos Alberto Correa Miños;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2462;0,59771789269240105;4119;12;12;1,000000000000000
EMPEDRADO;Gonzalo Antonio Tejos Perez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1024;0,24860403010439427;4119;12;12;1,000000000000000
EMPEDRADO;Franco Scappaticcio Bordon;IND;CANDIDATURAS INDEPENDIENTES;Independiente;561;0,13619810633648943;4119;12;12;1,000000000000000
EMPEDRADO;Nulo/Blanco;;NA;Otros;72;0,01747997086671522;4119;12;12;1,000000000000000
ERCILLA;Luis Orellana Rocha;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2861;0,42404031421372462;6747;22;22;1,000000000000000
ERCILLA;Valentin Enrique Vidal Hernandez;IND;H - CONTIGO CHILE MEJOR;Izquierda;2859;0,42374388617163183;6747;22;22;1,000000000000000
ERCILLA;Jose Vilugron Martínez;UDI;Z - CHILE VAMOS;Derecha;751;0,11130872980583963;6747;22;22;1,000000000000000
ERCILLA;Nulo/Blanco;;NA;Otros;276;0,04090706980880391;6747;22;22;1,000000000000000
ESTACION CENTRAL;Felipe Eduardo Muñoz Vallejos;IND;H - CONTIGO CHILE MEJOR;Izquierda;41852;0,42836818456310582;97701;333;333;1,000000000000000
ESTACION CENTRAL;Ivo Pavlovic Lazcano;UDI;Z - CHILE VAMOS;Derecha;19034;0,19481888619359064;97701;333;333;1,000000000000000
ESTACION CENTRAL;Miguel Angel Abdo Ara;IND;CANDIDATURAS INDEPENDIENTES;Independiente;11633;0,11906735857360723;97701;333;333;1,000000000000000
ESTACION CENTRAL;Guillermo Flores Contreras;IND;CANDIDATURAS INDEPENDIENTES;Independiente;10976;0,11234276005363303;97701;333;333;1,000000000000000
ESTACION CENTRAL;Nulo/Blanco;;NA;Otros;14206;0,14540281061606330;97701;333;333;1,000000000000000
FLORIDA;Rodrigo Montero Cuevas;PS;H - CONTIGO CHILE MEJOR;Izquierda;3318;0,31815130885032122;10429;30;30;1,000000000000000
FLORIDA;Cristian Peña Pasten;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2052;0,19675903729983699;10429;30;30;1,000000000000000
FLORIDA;Claudio Parra Hidalgo;IND;Z - CHILE VAMOS;Derecha;1151;0,11036532745229648;10429;30;30;1,000000000000000
FLORIDA;Mauricio Gallardo Sanchez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1079;0,10346150158212676;10429;30;30;1,000000000000000
FLORIDA;Patricia Saldias Carreño;IND;R - CENTRO DEMOCRATICO;Centro;881;0,08447598043916003;10429;30;30;1,000000000000000
FLORIDA;Oscar Enrique Rivera Marin;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;454;0,04353245757023684;10429;30;30;1,000000000000000
FLORIDA;Jorge Iraagorri Morales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;327;0,03135487582702081;10429;30;30;1,000000000000000
FLORIDA;Georgina Margarita Lavin Soto;IND;CANDIDATURAS INDEPENDIENTES;Independiente;248;0,02377984466391792;10429;30;30;1,000000000000000
FLORIDA;Jose Miguel Pazols Melgarejo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;81;0,00776680410394093;10429;30;30;1,000000000000000
FLORIDA;Nulo/Blanco;;NA;Otros;838;0,08035286221114200;10429;30;30;1,000000000000000
FREIRE;Jose Colihuil Binimelis;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7369;0,36120778393216019;20401;64;64;1,000000000000000
FREIRE;Claudio Carcamo Paredes;IND;Z - CHILE VAMOS;Derecha;4293;0,21043086123229254;20401;64;64;1,000000000000000
FREIRE;Luis Armando Arias Lopez;PDC;H - CONTIGO CHILE MEJOR;Centro;2927;0,14347335914906131;20401;64;64;1,000000000000000
FREIRE;Pilar Lagos Retamal;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2836;0,13901279349051518;20401;64;64;1,000000000000000
FREIRE;Ingrid Calfin Cofre;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;462;0,02264594872800353;20401;64;64;1,000000000000000
FREIRE;Elizabeth Campos Leal;IND;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Independiente;397;0,01945983040047056;20401;64;64;1,000000000000000
FREIRE;Nulo/Blanco;;NA;Otros;2117;0,10376942306749669;20401;64;64;1,000000000000000
FREIRINA;Fernando Alberto Ruhl Perez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1823;0,33205828779599272;5490;16;16;1,000000000000000
FREIRINA;Libby Osorio Callejas;PS;H - CONTIGO CHILE MEJOR;Izquierda;1095;0,19945355191256831;5490;16;16;1,000000000000000
FREIRINA;Maria Cecilia Simunovic Ramirez;IND;Z - CHILE VAMOS;Derecha;954;0,17377049180327869;5490;16;16;1,000000000000000
FREIRINA;Nicolas Gallardo Martínez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;652;0,11876138433515483;5490;16;16;1,000000000000000
FREIRINA;Patricio Monardes Rodriguez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;344;0,06265938069216757;5490;16;16;1,000000000000000
FREIRINA;Raul Alfonso Medina Fernández;IND;CANDIDATURAS INDEPENDIENTES;Independiente;174;0,03169398907103825;5490;16;16;1,000000000000000
FREIRINA;Luis Flores Barraza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;159;0,02896174863387978;5490;16;16;1,000000000000000
FREIRINA;Nulo/Blanco;;NA;Otros;289;0,05264116575591985;5490;16;16;1,000000000000000
FRESIA;Miguel Cardenas Barria;PDC;H - CONTIGO CHILE MEJOR;Centro;4423;0,40533357771260997;10912;34;34;1,000000000000000
FRESIA;Luis Marcelo Bohle Flores;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3771;0,34558284457478006;10912;34;34;1,000000000000000
FRESIA;Marcelo Ignacio Barrientos Barrientos;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;1079;0,09888196480938416;10912;34;34;1,000000000000000
FRESIA;Javier Oyarzo Altamirano;RN;Z - CHILE VAMOS;Derecha;796;0,07294721407624634;10912;34;34;1,000000000000000
FRESIA;Nulo/Blanco;;NA;Otros;843;0,07725439882697947;10912;34;34;1,000000000000000
FRUTILLAR;Javier Arismendi Valenzuela;IND;Z - CHILE VAMOS;Derecha;7816;0,45360106784284138;17231;51;51;1,000000000000000
FRUTILLAR;Ramon Eugenio Espinoza Sandoval;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6953;0,40351691718414484;17231;51;51;1,000000000000000
FRUTILLAR;Nataly Schadow Muñoz;PS;H - CONTIGO CHILE MEJOR;Izquierda;1241;0,07202135685682781;17231;51;51;1,000000000000000
FRUTILLAR;Nulo/Blanco;;NA;Otros;1221;0,07086065811618594;17231;51;51;1,000000000000000
FUTALEUFU;Fernando Erwin Grandon Domke;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1095;0,45911949685534592;2385;11;11;1,000000000000000
FUTALEUFU;Jose Alejandro Avello Bascur;IND;CANDIDATURAS INDEPENDIENTES;Independiente;917;0,38448637316561846;2385;11;11;1,000000000000000
FUTALEUFU;Alejandra Torres Vasquez;UDI;Z - CHILE VAMOS;Derecha;235;0,09853249475890985;2385;11;11;1,000000000000000
FUTALEUFU;Nulo/Blanco;;NA;Otros;138;0,05786163522012579;2385;11;11;1,000000000000000
FUTRONO;Fernando Javier Flandez Montecinos;PPD;H - CONTIGO CHILE MEJOR;Centro;6188;0,47334200260078024;13073;42;42;1,000000000000000
FUTRONO;Leonila Saez Alarcon;UDI;Z - CHILE VAMOS;Derecha;5985;0,45781381473265509;13073;42;42;1,000000000000000
FUTRONO;Nulo/Blanco;;NA;Otros;900;0,06884418266656468;13073;42;42;1,000000000000000
GALVARINO;Hans Gonzalez Espinoza;RN;Z - CHILE VAMOS;Derecha;3997;0,38015978695073238;10514;32;32;1,000000000000000
GALVARINO;Marcos Edgardo Hernandez Rojas;IND;H - CONTIGO CHILE MEJOR;Izquierda;3500;0,33288948069241014;10514;32;32;1,000000000000000
GALVARINO;Luis Camilo Erices Quezada;IND;R - CENTRO DEMOCRATICO;Centro;2258;0,21476127068670345;10514;32;32;1,000000000000000
GALVARINO;Willy Kehr Llanos;IND;CANDIDATURAS INDEPENDIENTES;Independiente;278;0,02644093589499715;10514;32;32;1,000000000000000
GALVARINO;Nulo/Blanco;;NA;Otros;481;0,04574852577515694;10514;32;32;1,000000000000000
GENERAL LAGOS;Alex Fernando Castillo Blas;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;281;0,30021367521367520;936;4;4;1,000000000000000
GENERAL LAGOS;Gregorio Mendoza Chura;RN;Z - CHILE VAMOS;Derecha;221;0,23611111111111110;936;4;4;1,000000000000000
GENERAL LAGOS;Russel Basilio Aquino Alcon;IND;CANDIDATURAS INDEPENDIENTES;Independiente;155;0,16559829059829059;936;4;4;1,000000000000000
GENERAL LAGOS;Veronica Luisa Mita Tancara;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;144;0,15384615384615385;936;4;4;1,000000000000000
GENERAL LAGOS;Ignacio Pablo Flores Huanca;IND;R - CENTRO DEMOCRATICO;Centro;54;0,05769230769230770;936;4;4;1,000000000000000
GENERAL LAGOS;Luis Mauricio Chambilla Chura;IND;CANDIDATURAS INDEPENDIENTES;Independiente;27;0,02884615384615385;936;4;4;1,000000000000000
GENERAL LAGOS;Rolando Manzano Butron;IND;H - CONTIGO CHILE MEJOR;Izquierda;21;0,02243589743589744;936;4;4;1,000000000000000
GENERAL LAGOS;Christian Sergio Mamani Flores;IND;CANDIDATURAS INDEPENDIENTES;Independiente;13;0,01388888888888889;936;4;4;1,000000000000000
GENERAL LAGOS;Nulo/Blanco;;NA;Otros;20;0,02136752136752137;936;4;4;1,000000000000000
GORBEA;Andres Romero Martínez;PDC;H - CONTIGO CHILE MEJOR;Centro;6191;0,49500279843287759;12507;42;42;1,000000000000000
GORBEA;Rodrigo Poblete Torres;IND;Z - CHILE VAMOS;Derecha;4822;0,38554409530662831;12507;42;42;1,000000000000000
GORBEA;Silvana Yanixa Sagredo Barra;IND;R - CENTRO DEMOCRATICO;Centro;822;0,06572319501079396;12507;42;42;1,000000000000000
GORBEA;Nulo/Blanco;;NA;Otros;672;0,05372991124970017;12507;42;42;1,000000000000000
GRANEROS;Marcelo Miñañir Matus;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8517;0,32936308441935108;25859;72;72;1,000000000000000
GRANEROS;Jorge Martínez Oyarce;IND;H - CONTIGO CHILE MEJOR;Izquierda;6403;0,24761204996326230;25859;72;72;1,000000000000000
GRANEROS;Iñaki Busto Berasaluce;IND;Z - CHILE VAMOS;Derecha;4041;0,15627054410456709;25859;72;72;1,000000000000000
GRANEROS;Claudio Arellano Cortes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2056;0,07950810162805987;25859;72;72;1,000000000000000
GRANEROS;Fernando Andres Puentes Araneda;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2017;0,07799992265748869;25859;72;72;1,000000000000000
GRANEROS;Gonzalo Sandoval Aliste;IND;CANDIDATURAS INDEPENDIENTES;Independiente;603;0,02331876716036970;25859;72;72;1,000000000000000
GRANEROS;Nulo/Blanco;;NA;Otros;2222;0,08592753006690128;25859;72;72;1,000000000000000
GUAITECAS;Bans Puinao Carimoney;EVOPOLI;Z - CHILE VAMOS;Derecha;583;0,50476190476190474;1155;4;4;1,000000000000000
GUAITECAS;Marcos Rafael Silva Miranda;IND;H - CONTIGO CHILE MEJOR;Izquierda;444;0,38441558441558443;1155;4;4;1,000000000000000
GUAITECAS;Paula Rodriguez Valenzuela;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;88;0,07619047619047620;1155;4;4;1,000000000000000
GUAITECAS;Nulo/Blanco;;NA;Otros;40;0,03463203463203463;1155;4;4;1,000000000000000
HIJUELAS;Veronica Paz Maria Rossat Arriagada;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6254;0,41447412022002783;15089;43;43;1,000000000000000
HIJUELAS;Rafael Pacheco Solis;IND;Z - CHILE VAMOS;Derecha;3994;0,26469613625820132;15089;43;43;1,000000000000000
HIJUELAS;Jose Rafael Saavedra Ibacache;IND;H - CONTIGO CHILE MEJOR;Izquierda;3832;0,25395983829279606;15089;43;43;1,000000000000000
HIJUELAS;Nulo/Blanco;;NA;Otros;1009;0,06686990522897475;15089;43;43;1,000000000000000
HUALAIHUE;Cristina Espinoza Ojeda;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4640;0,58756489806255541;7897;25;25;1,000000000000000
HUALAIHUE;Roberto Soto Escalona;PS;H - CONTIGO CHILE MEJOR;Izquierda;2810;0,35583132835253894;7897;25;25;1,000000000000000
HUALAIHUE;Nulo/Blanco;;NA;Otros;447;0,05660377358490566;7897;25;25;1,000000000000000
HUALAÑE;Carolina Muñoz Nuñez;PDC;H - CONTIGO CHILE MEJOR;Centro;4058;0,44359422824661127;9148;27;27;1,000000000000000
HUALAÑE;Raul Andres Donoso Arce;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2597;0,28388718845649324;9148;27;27;1,000000000000000
HUALAÑE;Ariel Retamal Benavides;IND;Z - CHILE VAMOS;Derecha;2002;0,21884564932225622;9148;27;27;1,000000000000000
HUALAÑE;Nulo/Blanco;;NA;Otros;491;0,05367293397463926;9148;27;27;1,000000000000000
HUALPEN;Miguel Angel Rivera Morales;PPD;H - CONTIGO CHILE MEJOR;Centro;45314;0,65194371708917220;69506;203;203;1,000000000000000
HUALPEN;Ismael Olmos Alarcon;IND;CANDIDATURAS INDEPENDIENTES;Independiente;11643;0,16751071849912239;69506;203;203;1,000000000000000
HUALPEN;Ninoska Villegas Lamas;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;5505;0,07920179552844359;69506;203;203;1,000000000000000
HUALPEN;Nulo/Blanco;;NA;Otros;7044;0,10134376888326188;69506;203;203;1,000000000000000
HUALQUI;Ricardo Fuentes Palma;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6712;0,34136913843962974;19662;58;58;1,000000000000000
HUALQUI;Jorge Contanzo Bravo;IND;H - CONTIGO CHILE MEJOR;Izquierda;5945;0,30235988200589969;19662;58;58;1,000000000000000
HUALQUI;Sigrid Ramirez Arias;IND;Z - CHILE VAMOS;Derecha;2209;0,11234869291018208;19662;58;58;1,000000000000000
HUALQUI;David Francisco Muñoz Morales;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1379;0,07013528633913133;19662;58;58;1,000000000000000
HUALQUI;Bastian Leonardo Stuardo Peña;IND;CANDIDATURAS INDEPENDIENTES;Independiente;725;0,03687315634218289;19662;58;58;1,000000000000000
HUALQUI;Pablo Fernando Medina Cabezas;IND;R - CENTRO DEMOCRATICO;Centro;661;0,03361814667887295;19662;58;58;1,000000000000000
HUALQUI;Rigoberto Fuentes Sanhueza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;354;0,01800427220018309;19662;58;58;1,000000000000000
HUALQUI;Fabian Maqueira Solar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;155;0,00788322652832876;19662;58;58;1,000000000000000
HUALQUI;Nulo/Blanco;;NA;Otros;1522;0,07740819855558946;19662;58;58;1,000000000000000
HUARA;Jose Bartolo Vinaya;UDI;Z - CHILE VAMOS;Derecha;1934;0,64252491694352154;3010;13;13;1,000000000000000
HUARA;Samuel Antonio Cayo Flores;IND;H - CONTIGO CHILE MEJOR;Izquierda;869;0,28870431893687709;3010;13;13;1,000000000000000
HUARA;Williams Carlos Mamani Ticuna;IND;CANDIDATURAS INDEPENDIENTES;Independiente;93;0,03089700996677741;3010;13;13;1,000000000000000
HUARA;Nulo/Blanco;;NA;Otros;114;0,03787375415282392;3010;13;13;1,000000000000000
HUASCO;Genaro Briceño Tapia;IND;H - CONTIGO CHILE MEJOR;Izquierda;2036;0,27558202490525174;7388;22;22;1,000000000000000
HUASCO;Juan Carlos Montoya Ocaranza;IND;Z - CHILE VAMOS;Derecha;1670;0,22604223064428802;7388;22;22;1,000000000000000
HUASCO;Alejandra De Lourdes Barraza Guerra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1324;0,17920952896589062;7388;22;22;1,000000000000000
HUASCO;Daniel Desiderio Diaz Tirado;IND;CANDIDATURAS INDEPENDIENTES;Independiente;767;0,10381700054141851;7388;22;22;1,000000000000000
HUASCO;Sara Zunilda Gutierrez Silva;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;554;0,07498646453708717;7388;22;22;1,000000000000000
HUASCO;Rafael Ernesto Vega Peralta;IND;CANDIDATURAS INDEPENDIENTES;Independiente;475;0,06429344883595019;7388;22;22;1,000000000000000
HUASCO;Nulo/Blanco;;NA;Otros;562;0,07606930157011370;7388;22;22;1,000000000000000
HUECHURABA;Maximiliano Luksic Lederer;IND;Z - CHILE VAMOS;Derecha;23971;0,34727997102499092;69025;199;199;1,000000000000000
HUECHURABA;Carolina Paola Rojas Charcas;PPD;H - CONTIGO CHILE MEJOR;Centro;21112;0,30586019558131111;69025;199;199;1,000000000000000
HUECHURABA;Jose Rossi Giacosa;IND;CANDIDATURAS INDEPENDIENTES;Independiente;10500;0,15211879753712423;69025;199;199;1,000000000000000
HUECHURABA;Daniel Alejandro Bustos Aguayo;IND;R - CENTRO DEMOCRATICO;Centro;2612;0,03784136182542557;69025;199;199;1,000000000000000
HUECHURABA;Sergio Bravo Campos;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2597;0,03762404925751539;69025;199;199;1,000000000000000
HUECHURABA;Johny Perez Vidal;PAVP;X - ECOLOGISTAS, ANIMALISTAS E INDEPENDIENTES;Izquierda;1576;0,02283230713509598;69025;199;199;1,000000000000000
HUECHURABA;Nulo/Blanco;;NA;Otros;6657;0,09644331763853677;69025;199;199;1,000000000000000
ILLAPEL;Denis Cortes Aguilera;PDC;H - CONTIGO CHILE MEJOR;Centro;13183;0,54685361098436136;24107;72;72;1,000000000000000
ILLAPEL;Luis Lemus Aracena;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7939;0,32932343302775130;24107;72;72;1,000000000000000
