comuna;candidato;partido;lista;sector;votos;porcentaje;total_votos;mesas_escrutadas;mesas_totales;mesas_porcentaje
TILTIL;Valentina Dominguez Saavedra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3110;0,21711812342920972;14324;41;41;1,000000000000000
TILTIL;Sergio Tapia Sandoval;IND;CANDIDATURAS INDEPENDIENTES;Independiente;902;0,06297123708461323;14324;41;41;1,000000000000000
TILTIL;Cristobal Sanchez Carvallo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;648;0,04523876012287071;14324;41;41;1,000000000000000
TILTIL;Nulo/Blanco;;NA;Otros;1125;0,07853951410220608;14324;41;41;1,000000000000000
TIMAUKEL;Luis Barria Andrade;IND;Z - CHILE VAMOS;Derecha;329;0,53064516129032258;620;3;3;1,000000000000000
TIMAUKEL;Fernando Rene Callahan Giddings;IND;CANDIDATURAS INDEPENDIENTES;Independiente;267;0,43064516129032260;620;3;3;1,000000000000000
TIMAUKEL;Nulo/Blanco;;NA;Otros;24;0,03870967741935484;620;3;3;1,000000000000000
TIRUA;Jose Linco Garrido;IND;H - CONTIGO CHILE MEJOR;Izquierda;3215;0,40794315442202767;7881;24;24;1,000000000000000
TIRUA;Pedro Roberto Marileo Lavin;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;2869;0,36404009643446261;7881;24;24;1,000000000000000
TIRUA;Neftali Alberto Nahuelqueo Llanquileo;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;1395;0,17700799390940236;7881;24;24;1,000000000000000
TIRUA;Nulo/Blanco;;NA;Otros;402;0,05100875523410735;7881;24;24;1,000000000000000
TOCOPILLA;Ljubica Elena Kurtovic Cortes;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6303;0,37017677805837790;17027;56;56;1,000000000000000
TOCOPILLA;Daniela Vecchiola Riquelme;IND;Z - CHILE VAMOS;Derecha;5704;0,33499735713866213;17027;56;56;1,000000000000000
TOCOPILLA;Pablo Gabriel Albornoz Campusano;FREVS;H - CONTIGO CHILE MEJOR;Izquierda;3215;0,18881776002819053;17027;56;56;1,000000000000000
TOCOPILLA;Luis Rafael Moyano Cruz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;160;0,00939684031244494;17027;56;56;1,000000000000000
TOCOPILLA;Nulo/Blanco;;NA;Otros;1645;0,09661126446232454;17027;56;56;1,000000000000000
TOLTEN;Guillermo Martínez Soto;UDI;Z - CHILE VAMOS;Derecha;4063;0,48536614502448933;8371;28;28;1,000000000000000
TOLTEN;Cristian Ismael Sandoval Ortiz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3476;0,41524310118265439;8371;28;28;1,000000000000000
TOLTEN;Julio Lautaro Huenul Lopez;PDC;H - CONTIGO CHILE MEJOR;Centro;358;0,04276669454067614;8371;28;28;1,000000000000000
TOLTEN;Nulo/Blanco;;NA;Otros;474;0,05662405925218015;8371;28;28;1,000000000000000
TOME;Italo Caceres Lizana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;18144;0,40614227514885615;44674;134;134;1,000000000000000
TOME;Ivonne Rivas Ortiz;PDC;H - CONTIGO CHILE MEJOR;Centro;13123;0,29375027980480817;44674;134;134;1,000000000000000
TOME;Jonathan Hidalgo Hidalgo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6945;0,15545955141693155;44674;134;134;1,000000000000000
TOME;Juan Manuel Riffo Ortiz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1369;0,03064422259032099;44674;134;134;1,000000000000000
TOME;Boris Carikeo Aguilera;EVOPOLI;Z - CHILE VAMOS;Derecha;952;0,02130993418990912;44674;134;134;1,000000000000000
TOME;Fernando Muñoz Carrasco;IND;CANDIDATURAS INDEPENDIENTES;Independiente;920;0,02059363388100461;44674;134;134;1,000000000000000
TOME;Nulo/Blanco;;NA;Otros;3221;0,07210010296816941;44674;134;134;1,000000000000000
TORRES DEL PAINE;Anahi Cardenas Rodriguez;IND;Z - CHILE VAMOS;Derecha;665;0,62441314553990612;1065;4;4;1,000000000000000
TORRES DEL PAINE;Victor Hugo Mansilla Vidal;IND;CANDIDATURAS INDEPENDIENTES;Independiente;359;0,33708920187793429;1065;4;4;1,000000000000000
TORRES DEL PAINE;Amaru Ernesto Rogel Borquez;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;11;0,01032863849765258;1065;4;4;1,000000000000000
TORRES DEL PAINE;Nulo/Blanco;;NA;Otros;30;0,02816901408450704;1065;4;4;1,000000000000000
TORTEL;Marisela Clorinda Jimenez Cruces;IND;CANDIDATURAS INDEPENDIENTES;Independiente;271;0,48049645390070922;564;2;2;1,000000000000000
TORTEL;Abel Albino Becerra Vidal;IND;H - CONTIGO CHILE MEJOR;Izquierda;188;0,33333333333333331;564;2;2;1,000000000000000
TORTEL;Bernardo Alejandro Lopez Sierra;IND;CANDIDATURAS INDEPENDIENTES;Independiente;97;0,17198581560283688;564;2;2;1,000000000000000
TORTEL;Nulo/Blanco;;NA;Otros;8;0,01418439716312057;564;2;2;1,000000000000000
TRAIGUEN;Luis Alvarez Valenzuela;IND;Z - CHILE VAMOS;Derecha;6337;0,42123105557032703;15044;47;47;1,000000000000000
TRAIGUEN;Felipe Andres Osses Cerna;PPD;H - CONTIGO CHILE MEJOR;Centro;5206;0,34605158202605690;15044;47;47;1,000000000000000
TRAIGUEN;Fernando Rodrigo Contreras Boisier;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1738;0,11552778516352034;15044;47;47;1,000000000000000
TRAIGUEN;Elvira Roxana Aravena Gaete;IND;CANDIDATURAS INDEPENDIENTES;Independiente;871;0,05789683594788620;15044;47;47;1,000000000000000
TRAIGUEN;Nulo/Blanco;;NA;Otros;892;0,05929274129220952;15044;47;47;1,000000000000000
TREHUACO;Jorge Morales Sanhueza;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2903;0,53560885608856090;5420;16;16;1,000000000000000
TREHUACO;Raul Jaime Espejo Escobar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1805;0,33302583025830257;5420;16;16;1,000000000000000
TREHUACO;Isaias Cruces Valdebenito;UDI;Z - CHILE VAMOS;Derecha;569;0,10498154981549815;5420;16;16;1,000000000000000
TREHUACO;Nulo/Blanco;;NA;Otros;143;0,02638376383763838;5420;16;16;1,000000000000000
TUCAPEL;Jaime Veloso Jara;RN;Z - CHILE VAMOS;Derecha;8503;0,69237032814917354;12281;37;37;1,000000000000000
TUCAPEL;Jaime Henriquez Vega;PDC;H - CONTIGO CHILE MEJOR;Centro;2943;0,23963846592297045;12281;37;37;1,000000000000000
TUCAPEL;Nulo/Blanco;;NA;Otros;835;0,06799120592785604;12281;37;37;1,000000000000000
VALDIVIA;Carla Andrea Amtmann Fecci;FA;H - CONTIGO CHILE MEJOR;Izquierda;40360;0,33188060192418389;121610;384;384;1,000000000000000
VALDIVIA;Leandro Jorge Kunstmann Collado;REP;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;37914;0,31176712441411070;121610;384;384;1,000000000000000
VALDIVIA;Eduardo Berger Silva;RN;Z - CHILE VAMOS;Derecha;14443;0,11876490420195708;121610;384;384;1,000000000000000
VALDIVIA;Jorge Eduardo Vives Dibarrart;AMARILLOS;R - CENTRO DEMOCRATICO;Centro;8723;0,07172929857741962;121610;384;384;1,000000000000000
VALDIVIA;Jose Ignacio Bustos Muñoz;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;4840;0,03979935860537785;121610;384;384;1,000000000000000
VALDIVIA;Nulo/Blanco;;NA;Otros;15330;0,12605871227695090;121610;384;384;1,000000000000000
VALLENAR;Victor Manuel Isla Lutz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;10168;0,25949367088607594;39184;118;118;1,000000000000000
VALLENAR;Rodrigo Sebastián Loyola Morenilla;IND;CANDIDATURAS INDEPENDIENTES;Independiente;9911;0,25293487137607185;39184;118;118;1,000000000000000
VALLENAR;Armando Pablo Flores Jimenez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5238;0,13367701102490812;39184;118;118;1,000000000000000
VALLENAR;Maria Marjorie Jopia Herrera;IND;Z - CHILE VAMOS;Derecha;4539;0,11583809718252348;39184;118;118;1,000000000000000
VALLENAR;Alexis Del Carmen Lemus Campillay;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1583;0,04039914250714578;39184;118;118;1,000000000000000
VALLENAR;Sebastián Simon Vega;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1395;0,03560126582278481;39184;118;118;1,000000000000000
VALLENAR;Luis Alberto Tapia Avalos;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;1057;0,02697529603919967;39184;118;118;1,000000000000000
VALLENAR;Roberto Eugenio Calderon Gomez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;789;0,02013576970191915;39184;118;118;1,000000000000000
VALLENAR;Nulo/Blanco;;NA;Otros;4504;0,11494487545937117;39184;118;118;1,000000000000000
VALPARAISO;Camila Tatiana Nieto Hernandez;FA;H - CONTIGO CHILE MEJOR;Izquierda;49854;0,22699601593625499;219625;735;735;1,000000000000000
VALPARAISO;Rafael Gonzalez Camus;IND;Y - REPUBLICANOS E INDEPENDIENTES;Derecha;35717;0,16262720546385884;219625;735;735;1,000000000000000
VALPARAISO;Carla Elena Meyer Arancibia;IND;CANDIDATURAS INDEPENDIENTES;Independiente;33952;0,15459077973819010;219625;735;735;1,000000000000000
VALPARAISO;Juan Marcelo Valenzuela Henriquez;PDG;P - PARTIDO DE LA GENTE E INDEPENDIENTES;Derecha;31036;0,14131360273192942;219625;735;735;1,000000000000000
VALPARAISO;Zuliana Alejandra Araya Gutierrez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;8746;0,03982242458736483;219625;735;735;1,000000000000000
VALPARAISO;Marcela Patricia Figueroa Kupfer;IND;R - CENTRO DEMOCRATICO;Centro;7451;0,03392601024473534;219625;735;735;1,000000000000000
VALPARAISO;Rodrigo Alejandro Diaz Yubero;IND;CANDIDATURAS INDEPENDIENTES;Independiente;6614;0,03011496869664200;219625;735;735;1,000000000000000
VALPARAISO;Alexis Oliveros Aguilar;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;5870;0,02672737620944792;219625;735;735;1,000000000000000
VALPARAISO;Nulo/Blanco;;NA;Otros;40385;0,18388161639157655;219625;735;735;1,000000000000000
VICHUQUEN;Patricio Rivera Bravo;IND;Z - CHILE VAMOS;Derecha;2709;0,59032468947483108;4589;14;14;1,000000000000000
VICHUQUEN;Matías Marcelo Fuenzalida Yañez;IND;H - CONTIGO CHILE MEJOR;Izquierda;906;0,19742863368925692;4589;14;14;1,000000000000000
VICHUQUEN;Maria Teresa Bravo Maturana;IND;CANDIDATURAS INDEPENDIENTES;Independiente;832;0,18130311614730879;4589;14;14;1,000000000000000
VICHUQUEN;Nulo/Blanco;;NA;Otros;142;0,03094356068860318;4589;14;14;1,000000000000000
VICTORIA;Javier Alejandro Jaramillo Soto;IND;CANDIDATURAS INDEPENDIENTES;Independiente;7293;0,27045167989319885;26966;84;84;1,000000000000000
VICTORIA;Ariel Guzman Iturra;IND;Z - CHILE VAMOS;Derecha;5331;0,19769339167840985;26966;84;84;1,000000000000000
VICTORIA;Paulo Cesar Miranda Araneda;IND;CANDIDATURAS INDEPENDIENTES;Independiente;4167;0,15452792405251056;26966;84;84;1,000000000000000
VICTORIA;Claudio Miranda Ibañez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;2848;0,10561447749017280;26966;84;84;1,000000000000000
VICTORIA;Alfredo Benavides Vidal;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1738;0,06445153155825854;26966;84;84;1,000000000000000
VICTORIA;Luis Felipe Vidal Ibañez;IND;R - CENTRO DEMOCRATICO;Centro;1507;0,05588518875621153;26966;84;84;1,000000000000000
VICTORIA;Maria Soledad Castillo Henriquez;IND;CANDIDATURAS INDEPENDIENTES;Independiente;809;0,03000074167470148;26966;84;84;1,000000000000000
VICTORIA;Marisol Acuña Riquelme;IND;CANDIDATURAS INDEPENDIENTES;Independiente;767;0,02844322480160202;26966;84;84;1,000000000000000
VICTORIA;Nulo/Blanco;;NA;Otros;2506;0,09293184009493437;26966;84;84;1,000000000000000
VICUÑA;Mario Aros Carvajal;IND;Z - CHILE VAMOS;Derecha;10671;0,48801792737583460;21866;63;63;1,000000000000000
VICUÑA;Kether Bautista Gomez Pasten;IND;H - CONTIGO CHILE MEJOR;Izquierda;5701;0,26072441232964422;21866;63;63;1,000000000000000
VICUÑA;Marta Castillo Castro;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1654;0,07564255007774627;21866;63;63;1,000000000000000
VICUÑA;Rodrigo Alcayaga Rojas;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1157;0,05291319857312723;21866;63;63;1,000000000000000
VICUÑA;Yerman Rojas Castillo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;990;0,04527577060276228;21866;63;63;1,000000000000000
VICUÑA;Silvio Mattos Araya;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;208;0,00951248513674197;21866;63;63;1,000000000000000
VICUÑA;Nulo/Blanco;;NA;Otros;1485;0,06791365590414342;21866;63;63;1,000000000000000
VILCUN;Katherinne Migueles Muñoz;RN;Z - CHILE VAMOS;Derecha;9848;0,44165395999641222;22298;70;70;1,000000000000000
VILCUN;Susana Ximena Aguilera Vega;PPD;H - CONTIGO CHILE MEJOR;Centro;9760;0,43770741770562382;22298;70;70;1,000000000000000
VILCUN;Bernardo Mora Lara;IND;CANDIDATURAS INDEPENDIENTES;Independiente;1363;0,06112655843573415;22298;70;70;1,000000000000000
VILCUN;Nulo/Blanco;;NA;Otros;1327;0,05951206386222980;22298;70;70;1,000000000000000
VILLA ALEGRE;Arturo Del Carmen Palma Vilches;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5441;0,39660325096581384;13719;39;39;1,000000000000000
VILLA ALEGRE;Pablo Benito Fuentes Vallejos;IND;Z - CHILE VAMOS;Derecha;4144;0,30206283256797145;13719;39;39;1,000000000000000
VILLA ALEGRE;Horacio Alejandro Lobos Azocar;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3379;0,24630075078358482;13719;39;39;1,000000000000000
VILLA ALEGRE;Nulo/Blanco;;NA;Otros;755;0,05503316568262993;13719;39;39;1,000000000000000
VILLA ALEMANA;Nelson Estay Molina;IND;Z - CHILE VAMOS;Derecha;37612;0,39232293731094192;95870;283;283;1,000000000000000
VILLA ALEMANA;Javiera Italia Toledo Muñoz;IND;CANDIDATURAS INDEPENDIENTES;Independiente;28203;0,29417961823302391;95870;283;283;1,000000000000000
VILLA ALEMANA;Edith Marjorie Alvear Guerra;PCCH;H - CONTIGO CHILE MEJOR;Izquierda;8827;0,09207259831021175;95870;283;283;1,000000000000000
VILLA ALEMANA;Marlene Laura Gonzalez Ahumada;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;6484;0,06763325336393032;95870;283;283;1,000000000000000
VILLA ALEMANA;Nulo/Blanco;;NA;Otros;14744;0,15379159278189214;95870;283;283;1,000000000000000
VILLARRICA;Pablo Astete Mermoud;IND;CANDIDATURAS INDEPENDIENTES;Independiente;20950;0,41670810542018893;50275;164;164;1,000000000000000
VILLARRICA;German Vergara Lagos;IND;Z - CHILE VAMOS;Derecha;12639;0,25139731476877175;50275;164;164;1,000000000000000
VILLARRICA;Katalina Gudenschwager Basso;IND;CANDIDATURAS INDEPENDIENTES;Independiente;5875;0,11685728493286922;50275;164;164;1,000000000000000
VILLARRICA;Alejandra Aillapan Huiriqueo;IND;CANDIDATURAS INDEPENDIENTES;Independiente;3248;0,06460467429139731;50275;164;164;1,000000000000000
VILLARRICA;Carlos Alberto Masciocchi Leon;FA;H - CONTIGO CHILE MEJOR;Izquierda;2086;0,04149179512680259;50275;164;164;1,000000000000000
VILLARRICA;Maria Zulema Vergara Quimen;PSC;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Derecha;1145;0,02277473893585281;50275;164;164;1,000000000000000
VILLARRICA;Nulo/Blanco;;NA;Otros;4332;0,08616608652411735;50275;164;164;1,000000000000000
VITACURA;Camila Merino Catalan;EVOPOLI;Z - CHILE VAMOS;Derecha;49744;0,74976637626985798;66346;221;221;1,000000000000000
VITACURA;Raul Anibal Meza Rodriguez;IND;F - PARTIDO SOCIAL CRISTIANO E INDEPENDIENTES;Independiente;5990;0,09028426732583728;66346;221;221;1,000000000000000
VITACURA;Juan Carlos Urzua Pettinelli;PL;H - CONTIGO CHILE MEJOR;Izquierda;3131;0,04719199348868056;66346;221;221;1,000000000000000
VITACURA;Arturo Edgardo Fernández Diaz;IND;B - IZQUIERDA ECOLOGISTA POPULAR;Independiente;2403;0,03621921442136677;66346;221;221;1,000000000000000
VITACURA;Nulo/Blanco;;NA;Otros;5078;0,07653814849425737;66346;221;221;1,000000000000000
VIÑA DEL MAR;Macarena Carolina Ripamonti Serrano;FA;H - CONTIGO CHILE MEJOR;Izquierda;114147;0,45675060321474442;249911;797;797;1,000000000000000
